No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
297,2012.4890154379198,10.509808930944402,1222.3131671693516,4,24.99176,121.53456,31.941361296957158
302,2012.8379462270689,38.84823957961088,425.03888316642383,0,24.97229,121.53445,37.41999943148061
345,2013.216123069339,35.14236091889712,2989.2647064873545,0,24.998,121.5155,39.4792471869231
94,2013.1123722977932,32.715151572836305,1169.4622894626343,0,24.9492,121.53076,16.742558753867677
218,2013.2404403054188,26.048016505666947,385.166501347651,6,24.97838,121.54119,37.249115723164685
300,2013.1441601535093,33.87583001837764,115.52976274357178,10,24.98178,121.54059,42.5067650976107
197,2013.3707783727268,24.099939540962673,695.9915247649508,2,24.981,121.54713,33.889598023486805
197,2013.2899283840443,21.672588341666014,688.2125876560314,2,24.981,121.54713,34.95028527434284
109,2013.1409772691006,30.655898330162948,646.9956265985537,2,24.9726,121.53561,31.30493692021764
268,2012.4240308438004,36.52884400995067,519.255654134926,5,24.97433,121.53863,41.139098517869186
333,2013.0496332068433,38.051393520628864,604.5638385107663,2,24.97577,121.53475,42.96969119756155
30,2012.6749647706863,7.525889264914199,440.52961306947395,5,24.97563,121.54694,53.82681249646328
289,2013.9415351159873,16.57795026571928,321.0233489211855,6,24.97841,121.5428,54.635010666513544
260,2012.936309537477,15.911900873393611,822.152255188634,0,24.96334,121.54767,27.001919087012034
82,2012.9900643201152,29.007629519439295,396.1348936720326,6,24.96427,121.53964,38.88951120937609
364,2013.5613090712652,33.12866954164415,110.86991467907096,10,24.98182,121.54086,49.185896629607946
161,2012.4229645970092,1.8130055299915413,53.90049420511257,8,24.95836,121.53756,59.434381842454705
326,2012.7569886818262,37.270606360243114,481.0864691267071,8,24.97015,121.54494,34.51734840768581
245,2013.0244316402934,5.57284113558668,1660.4100691470996,3,24.97213,121.51627,19.909115952488786
202,2013.1574896992477,14.740120043644655,596.2724847340946,5,24.98746,121.54391,48.82658612428518
308,2013.256091794376,10.74779646756533,3000.09282303944,0,24.9546,121.56627,26.63797925016341
98,2013.3632778907609,30.00868329227253,613.7072132002762,3,24.97746,121.53299,37.673478711053015
217,2013.4935430129715,36.600968327327074,599.471580722911,1,24.97153,121.53559,39.72633647836064
132,2013.542315504787,5.2639153796222615,2005.3945759514174,3,24.96299,121.51284,33.39871097206071
260,2013.148942706393,18.53763712274443,909.7413888125983,0,24.96334,121.54767,27.099472227032038
1,2012.418819029793,31.328417520109227,92.44121696043756,10,24.98298,121.54024,35.91594963262901
221,2013.0054107117396,37.45313048077565,174.59728447617272,9,24.97703,121.54265,78.82789669787732
310,2013.2122449345848,29.13505049987485,1353.5268951911808,0,24.94883,121.52954,19.567698550114564
398,2013.793779244278,13.223750563683152,1105.9308132418685,4,24.99156,121.53406,32.089325444877396
50,2012.1944243950456,27.845114286390743,4580.953517968775,1,24.94925,121.49542,13.2217795770741
184,2013.6073172546228,18.759918725179595,3817.7580342573233,0,24.94155,121.50381,19.943805725498652
213,2013.1087442774217,17.84563079887436,1789.7418609212446,2,24.98672,121.52091,31.59370175315559
106,2012.7251865728626,-1.5171970244799264,298.4316119947002,6,24.97744,121.54458,74.93030649281872
216,2013.3724622257928,18.160052157656267,351.92843656949793,8,24.972,121.54477,43.452052782930856
301,2012.583692112406,1.3409080070541863,163.87833636680972,4,24.96696,121.53992,34.10008041007251
35,2013.2031402636435,15.722714457074991,210.2745357590207,7,24.98419,121.54243,58.91285912096905
12,2013.1772474984575,5.9028617097619005,96.75630253842914,9,24.97433,121.5431,61.3954436957745
244,2013.1961491828652,33.62037331462662,202.28316772575343,8,24.98236,121.53923,49.1647423573492
286,2012.7516431134627,28.22533718226356,784.0009556508487,3,24.97509,121.53644,56.69374061459908
182,2012.8040580908562,10.529503347074328,197.27481711389797,8,24.98489,121.54121,57.190297423834686
314,2013.7300365877772,6.327921697021521,115.07757058667974,5,24.96674,121.54067,42.93339746421853
360,2013.881590670019,6.106122853245583,2239.883737498517,0,24.95505,121.55964,24.5564184850857
304,2013.5841483280005,39.56193762845709,456.16048913254417,0,24.97161,121.53423,41.15972574816427
35,2012.3269229817547,16.635752822378706,200.8908465289893,7,24.98419,121.54243,60.204317379436624
211,2013.087945586856,4.530259056255326,402.9419805399526,5,24.97937,121.54245,55.07870514625603
295,2013.3498357973176,27.388760742294153,334.12383523699566,6,24.9796,121.5414,41.08919030140637
255,2012.6027363958929,-0.43948369161711964,326.68514116178477,5,24.98254,121.54395,51.52717319173027
5,2012.365353711623,5.837530485028549,419.9545666599411,5,24.97937,121.54245,46.72674684079577
169,2013.0034124532338,25.944452635764144,558.0467275730704,5,24.96299,121.5432,40.79594873206286
301,2012.7457444165766,3.230833381093733,170.05695631103066,4,24.96696,121.53992,38.63643932593974
91,2012.3570487897318,-1.9447832414064283,277.9295522514468,1,24.9748,121.53059,46.34345821017025
183,2013.247832066786,14.6037475085367,2013.3803384868554,3,24.96299,121.51284,24.82737876263585
238,2013.591780942787,11.894489488746382,679.0695765030478,0,24.97668,121.52518,40.781312328220174
336,2013.4885292382212,29.045259189848128,304.2635056797262,6,24.96431,121.54063,34.42748262144556
328,2013.814332992712,3.391475872507796,706.5908957790491,3,24.97538,121.54971,36.79610532721656
362,2012.7787662778396,41.8325433772374,295.1210570037102,8,24.97345,121.54093,62.87251176860972
275,2013.4693090667217,28.613258072738734,392.7505294154976,7,24.97305,121.53994,41.23430047250525
298,2012.8438592085768,35.63709475647384,575.3433275493358,4,24.97003,121.5458,28.818765479345508
7,2012.498534967488,36.45351667113741,597.8715364273944,7,24.97933,121.53642,38.41109812402818
46,2013.418423387941,36.45106610631429,497.9474317500433,8,24.97015,121.54494,36.18188329015428
254,2012.805220890339,30.35976506821578,1577.2518540823328,2,24.96464,121.51623,25.120013817946855
155,2013.8966963314779,18.36937132880859,4204.077691872688,0,24.94297,121.50342,21.78714230413874
189,2012.897198591742,33.884776732738885,207.88853746070578,8,24.97707,121.54312,46.586213944996665
200,2013.695525927168,16.771997373510224,418.5059408019021,8,24.96945,121.5449,30.551622916985632
161,2012.5929157259484,3.2481433146520526,50.36097025565334,8,24.95836,121.53756,53.039627037917
301,2012.8174354695975,3.2190522448478576,157.45130795135512,4,24.96696,121.53992,33.48469421565253
301,2012.7598090717008,4.081868497082452,162.6765771247959,4,24.96696,121.53992,34.076617066473226
239,2013.1488697790971,13.73007286222531,738.9010057166724,0,24.97668,121.52518,39.61504906602056
401,2013.544489835295,27.087714659616548,508.40384882509244,5,24.97433,121.53863,32.952942712415954
63,2012.8090183703323,18.45912633066336,2075.200389394211,3,24.96303,121.51254,28.83585204687252
340,2012.8784327851608,2.1498127326749152,305.33544805521154,5,24.98254,121.54395,46.01030535921908
402,2012.9748177658291,8.603461585593939,2147.320954117364,3,24.96305,121.51254,25.197827846645556
274,2013.7248904026067,11.276419385192625,183.56981526463954,1,24.97371,121.52984,27.42360111490756
274,2013.0189400029813,14.272999394236207,165.60010822870544,1,24.97371,121.52984,27.59845941748809
236,2012.628374771884,12.734858523497486,253.25880691574113,7,24.96606,121.54297,42.091210340193406
65,2012.8900283684645,17.55728286855916,1028.5938474763682,0,24.96305,121.54915,25.54344081576091
79,2012.8577270519977,39.9807962775558,582.9244625362525,2,24.97598,121.53381,32.49289368957052
369,2013.8208194027836,19.6432116318017,320.4024313135112,1,24.97544,121.53119,46.48153602933718
373,2012.8819605943029,35.55772190866492,147.36973628783403,7,24.96628,121.54196,39.99635566883403
274,2013.7684666145433,13.474760687329868,157.0607823341862,1,24.97371,121.52984,31.360735282035165
50,2012.5871339457074,30.65498710498312,4930.845915784644,1,24.94925,121.49542,11.9117992221929
150,2012.4826439149501,36.22869559221985,178.57019846669283,8,24.97349,121.54245,41.12463002056623
96,2013.1324403569636,7.785399501520739,103.47405595540494,5,24.96674,121.54067,56.03001833135702
42,2013.5418740428897,17.73487600154789,3881.117891312231,0,24.94297,121.50342,18.31202424953982
156,2013.0481470482455,13.143408370848793,3739.324263876827,0,24.94155,121.50381,14.726506958089743
169,2012.7026507483572,26.138085131861637,532.9876359192647,5,24.96299,121.5432,36.73120130631884
346,2012.9817860187932,-0.23957519777757597,189.79464977298838,0,24.9711,121.5317,35.664715078168825
51,2013.7810693882159,20.619500909496036,535.2570327644382,4,24.974,121.53842,46.64204237935582
331,2013.428279902348,31.298047737330634,1088.0962968285294,0,24.94935,121.53046,13.907327605660434
201,2013.6219786203947,18.165301205094636,987.192922843438,0,24.96305,121.54915,23.832422382136897
171,2012.911093448124,22.46481355804138,4387.3509847034165,0,24.94741,121.49628,13.47638684133762
113,2013.418383809178,8.888040161197585,2163.9997790553875,3,24.96044,121.51462,20.847899136501717
345,2013.2865576862848,33.85461963541495,3264.588735721256,0,24.998,121.5155,40.24196050698453
263,2012.743054149981,15.170684517892049,263.28593947708595,5,24.98203,121.54348,47.98661785092657
396,2013.3225164111136,20.11520762594249,466.44844427847124,4,24.974,121.53842,44.13381912281062
225,2012.9014826468083,36.18677059169113,351.4098098610629,6,24.97814,121.5417,48.61847590032293
267,2013.1256328592149,16.07477023112082,1915.9610129637044,3,24.96731,121.51486,22.37324379189001
46,2012.7268674058075,35.14657944191128,461.308815420133,8,24.97015,121.54494,38.79140484356706
260,2012.8091899871124,19.0044915566348,808.8669661425943,0,24.96334,121.54767,29.6336006703639
49,2013.7370805872097,24.962011867868306,4887.31682435392,0,24.94684,121.49578,13.09395428569721
77,2013.938678952889,37.56482784914856,635.4842433060568,3,24.97723,121.53767,33.18708648284652
261,2012.8289720085359,18.380765403434303,1436.9493860012246,4,24.97073,121.517,30.369317951744577
175,2012.9326118688116,5.323208095946088,435.5970916473089,7,24.9805,121.53778,41.37554925359761
329,2012.4678969284394,14.797389919555156,1490.3759618650195,3,24.97003,121.51696,21.40533546894749
18,2012.8014251701015,18.447201527239468,342.8743922988057,1,24.97544,121.53119,35.8113697160954
148,2013.207681682196,4.143594406625862,511.83798798619443,8,24.97017,121.54494,43.75867218275352
42,2013.1489285926402,17.505557513013613,3952.79356195356,0,24.94297,121.50342,16.91411362088911
91,2013.1448856978573,1.491361002644474,273.02104083725726,1,24.9748,121.53059,43.4807213411748
231,2013.8369751476584,3.2625562104896924,2208.844192742037,3,24.96299,121.51284,34.06338578548216
92,2013.1179863163586,8.364261577205234,1515.657613324434,0,24.98569,121.5276,45.87016654179961
307,2013.9327731338842,13.949027019790705,177.96682682520057,1,24.97369,121.52979,49.731723337624025
116,2013.2344605065787,21.98558384887282,807.9697651216181,2,24.98092,121.54739,47.38405912940102
104,2012.8853717324057,-0.5679650553341324,211.30584525501502,6,24.95618,121.53844,42.785087917141844
75,2013.40686405041,6.933067170430423,345.8800416693695,10,24.98343,121.53762,56.022098667077806
280,2013.322886160456,3.5313942578219004,1514.7282826513342,3,24.97026,121.51642,31.752781518659145
274,2013.4359263148979,15.074317796126076,184.39783478292358,1,24.97371,121.52984,30.97270310415266
52,2013.286708610225,32.07184898698693,1891.8163113109767,1,24.95402,121.55282,19.50911814331809
13,2013.1008903159748,11.962092693192343,466.74387138390597,5,24.96515,121.53737,39.071893467324074
334,2012.859090813488,9.661686182018006,112.4486540844491,5,24.96674,121.54067,35.16119013927142
343,2013.111172544946,5.074178131503413,89.25539805804696,9,24.97433,121.5431,50.99161882971311
121,2013.1932495560268,13.44198746326349,523.290191605452,5,24.96515,121.53737,33.810072353039466
10,2013.6734447020463,17.40672023351295,1817.6872785460125,3,24.96731,121.51486,22.901540465494936
326,2012.8860663372577,35.58214053879014,499.92361474645674,8,24.97015,121.54494,37.0579679539752
392,2013.8325686829658,6.7996793401489475,1880.1137477225454,1,24.95155,121.55387,29.15585252978657
280,2013.9058714064145,2.2459532332034535,1496.4330784577055,3,24.97026,121.51642,28.58737930415425
381,2013.3498773607341,15.979260281765331,298.8042407622197,5,24.98203,121.54348,49.40261917456571
400,2012.8447292217509,12.659240651619893,174.85939707678804,1,24.97371,121.52984,39.879015673533544
414,2013.5917752706864,7.247811717873347,96.7317690977943,9,24.97433,121.5431,68.81275511616933
377,2013.8975130101933,13.003090919482165,1639.9981140910297,2,24.96447,121.51649,30.207752077612227
379,2013.3671249011752,38.8471497395323,596.8946083969555,8,24.97077,121.54634,39.324609428147994
191,2013.3724125001822,36.23797920851921,634.373760445704,8,24.97945,121.53642,39.60322451468548
183,2013.4218906440449,13.589725650337714,2006.7379663176318,3,24.96299,121.51284,22.694248462182617
333,2012.7824011302562,41.52679315621734,627.9782727379157,2,24.97577,121.53475,40.651588247452665
310,2013.2167306790752,29.33578617059015,1273.3256976579885,0,24.94883,121.52954,17.983907916679954
225,2013.1988816260068,36.06519564944728,348.2203440921535,6,24.97814,121.5417,47.25930405001217
322,2012.9829949041196,16.799909828131515,919.9150768365398,4,24.98872,121.53411,39.981302631914104
234,2013.060565674081,38.08667623308998,366.0426910067326,9,24.98016,121.53932,33.06586104045174
120,2013.2756199985458,16.34991364442769,314.31490362216033,5,24.98203,121.54348,60.4947649551516
98,2012.7590198396824,26.574781084702675,620.4881147537585,3,24.97746,121.53299,36.37914427319715
172,2013.1153170544442,3.28758327449549,356.25143340911416,5,24.98085,121.54391,53.39716165528702
90,2013.0627136627718,23.845121459571658,3783.090229604214,0,24.94783,121.50243,23.019928587623898
42,2013.6092040806939,16.509917723945406,3731.1938645039395,0,24.94297,121.50342,17.779378188819525
372,2013.9940647667304,5.093303350068893,315.73448638438606,5,24.95591,121.53956,56.70555752004563
90,2013.5112093277169,23.663217570283607,3660.5177687204937,0,24.94783,121.50243,22.810254566571647
218,2013.0718599915767,27.618163430001577,389.8211081796899,6,24.97838,121.54119,44.51372835380853
41,2012.9913019470184,12.201196097981466,3866.4686643332207,0,24.94155,121.50381,16.310707624277747
54,2012.8794691340672,15.138866330588963,450.37183769579246,5,24.96515,121.53737,40.68888705814574
118,2013.2616869690887,12.831040956432762,4608.119028510714,0,24.93885,121.50383,14.175528694586502
340,2013.2756032073394,2.6027651509105416,343.5908548705432,5,24.98254,121.54395,52.784249329401
57,2013.252268683476,34.363223457327884,350.47272416939825,8,24.97254,121.54059,39.56229212482477
235,2013.2343784218579,8.152132569726701,2156.9789892364574,4,24.96007,121.51361,24.92814080721581
89,2013.0071492097188,7.634675866041507,1524.2524541883945,0,24.98573,121.52758,49.772313702033145
291,2013.0365109691438,36.118103953131026,533.4119992350383,0,24.97217,121.53471,34.152704675245985
319,2013.5376145772086,8.598259376426245,417.44441666690557,10,24.98343,121.53762,52.96221377198897
60,2013.4512681771525,13.798348203115903,342.9462790344824,5,24.95776,121.53438,45.11180136405979
291,2013.314154646765,36.67971823434684,478.0289149948069,0,24.97217,121.53471,40.619166467003765
353,2012.8852581206181,17.330883532295715,2820.657694571595,3,24.96143,121.50827,25.6957655585095
125,2013.1605618046026,8.77835370751135,261.744442981222,7,24.97528,121.54541,52.71483675698304
90,2013.0704796777425,23.890845122400474,3906.606277429648,0,24.94783,121.50243,24.615053729018776
281,2012.872631784575,2.049695665271911,192.46189743480292,6,24.96581,121.54086,47.857606880038624
280,2013.1080657372383,2.2210807455033286,1564.4642315772726,3,24.97026,121.51642,28.950248158396196
227,2013.3995678516446,18.112854661490186,4131.3661565132,0,24.94155,121.50381,13.705445598434531
99,2013.146858253324,14.62216588074234,300.77112051348774,5,24.98203,121.54348,46.871909200573185
346,2012.6783880299647,1.1112059244972237,197.442948527614,0,24.9711,121.5317,40.587365184533674
118,2013.4711873996678,14.5844584212339,3827.3399783190475,0,24.93885,121.50383,13.193570681237588
407,2013.5819143100837,1.4229167938023473,381.7168670649308,7,24.97293,121.54026,42.259615274385034
290,2013.6296710536967,11.972098372469276,314.493351958987,5,24.98203,121.54348,43.46092211092181
17,2013.7229862892727,1.2303544227050769,266.84090543261266,6,24.97744,121.54458,72.57713115281267
8,2013.6156952068966,22.123520057567333,275.0818476431748,6,24.98042,121.54228,44.1249975018502
413,2012.7314549119228,9.609253432224104,110.31713157143558,5,24.96674,121.54067,51.13647910847191
297,2012.610106680273,14.2216116071035,1258.7860005012042,4,24.99176,121.53456,36.0162245531557
89,2012.505412625088,8.293304166602546,1372.8942692120138,0,24.98573,121.52758,50.83247782949336
395,2013.221465950511,31.34202819312006,4529.539420296249,1,24.95544,121.4963,23.95776329416908
356,2012.8663796830785,3.497838516782605,382.504468856485,5,24.98085,121.54391,56.820491133463314
194,2013.0010143178836,9.959635025006005,462.804943893554,5,24.98246,121.54477,50.82215970350063
23,2013.179208540514,12.705368408299643,1445.5507730707295,1,24.95204,121.54842,25.911119415344785
131,2012.8942594870646,28.296157141000222,568.6804879358066,8,24.98092,121.53653,36.12104079830951
396,2013.4103063437235,22.56027483443263,541.4930795858231,4,24.974,121.53842,41.7490983172317
404,2012.4971022154582,32.47319217402118,160.18280517622924,9,24.98353,121.53966,41.90417259614106
401,2013.1862524546184,28.36125462791886,473.5757748902379,5,24.97433,121.53863,35.805082452328044
363,2012.9415086856056,15.974196770881914,905.5491998898755,4,24.98872,121.53408,38.51137171481427
10,2012.940058466084,16.57863295267964,1831.7337433108414,3,24.96731,121.51486,21.2470841440486
155,2013.325020374972,16.93240998491032,3924.2593988072517,0,24.94297,121.50342,20.20850282254821
185,2012.3211090587101,14.944496329944148,2530.1606989832194,0,24.95495,121.56174,23.065205565392514
4,2013.494282037864,12.151769224188584,596.5587861751549,5,24.98746,121.54391,49.82431679701688
385,2012.8451805040006,16.62343576492524,4423.174898116365,0,24.94297,121.50342,13.092583169172816
329,2012.6405199916649,15.924905429795194,1628.852236238492,3,24.97003,121.51696,23.255323362264722
277,2012.8093372421145,17.70178563156429,443.9013924683918,5,24.95425,121.5399,34.61595784930033
194,2013.3822642584864,11.270987277756504,453.1631509404674,5,24.98246,121.54477,48.46331437745596
288,2012.7469852631218,20.930281488282855,481.44738499872034,5,24.95425,121.5399,34.16993435592608
312,2012.9909082328866,23.15787150147605,536.8122902972593,4,24.97425,121.53814,43.11829344975245
251,2012.852581859137,38.30142930680538,464.9392913996382,7,24.97429,121.53917,27.45213550524239
267,2013.3378573442183,18.271546383658297,1874.131929563048,3,24.96731,121.51486,24.08945772317332
140,2012.832834703411,13.707584047816823,482.0352104505485,5,24.96515,121.53737,40.79030222847267
193,2012.9156847127176,45.229270592718535,53.89217262841081,7,24.9675,121.54069,45.14364389071253
43,2013.7599857717323,35.3737174911745,548.9594265791276,5,24.96305,121.53758,33.839248801205144
376,2013.3345075275847,21.68914192898434,1233.3237554309328,0,24.96165,121.55011,24.121801934125454
264,2013.7933706221934,3.4834031860746255,1981.4616632930115,3,24.96299,121.51284,31.531392303107037
363,2013.0813226670687,19.005940769444408,879.47137854379,4,24.98872,121.53408,40.81285412929782
74,2013.2890744923188,13.201930595207141,3936.179741244797,0,24.94155,121.50381,19.88404616795876
176,2012.7861649408055,29.160268933116242,497.21414862957556,3,24.97005,121.53758,38.16225921020897
72,2012.6557701852596,34.31908491813373,643.3922538656135,3,24.97563,121.53715,36.72260537149196
118,2013.3051868170855,12.328557415458558,3866.0073263483323,0,24.93885,121.50383,12.52618448649485
350,2012.960363823449,8.037946133894978,102.05649111007583,5,24.96674,121.54067,43.60567482670074
226,2013.0080037979403,3.0404789765609364,199.4378115474291,6,24.96571,121.54089,52.413409829354016
204,2012.6149306390998,16.33542442708098,262.8054263021176,5,24.98203,121.54348,49.47023191481209
245,2012.829668272622,3.008828051615632,1709.9234766506838,3,24.97213,121.51627,20.02208395035512
59,2013.5997048709762,32.23571365483667,4367.126125401513,1,24.94925,121.49542,23.78243631024108
381,2013.138557562593,14.188179006628914,304.28762306870226,5,24.98203,121.54348,49.058477928738476
153,2013.0748182322886,12.53285387945131,1482.0823666637789,1,24.95204,121.54842,29.36270411465424
320,2013.2726357863467,34.373452033490764,274.8034677850459,5,24.95562,121.53872,28.7111596255901
87,2012.9240123593834,-0.0942044903269792,1429.5164091757454,1,24.9512,121.549,28.154386361456822
13,2013.247026813787,14.986133540924206,540.4971899206577,5,24.96515,121.53737,35.60159862061331
244,2013.0478446762352,32.63364546353313,217.4273799497795,8,24.98236,121.53923,52.08610212357703
52,2012.9728085404931,31.33572904790644,1717.24772409779,1,24.95402,121.55282,21.539676225800154
299,2013.1692615163774,16.642928342644865,4248.3528842339365,0,24.94155,121.50381,16.958344347660198
158,2013.6876353433463,15.460020117510592,752.6161072776404,4,24.97886,121.53464,34.45899481865988
183,2013.991810135242,13.522618603101003,2275.259692141594,3,24.96299,121.51284,25.108036721754466
94,2012.8177755740176,31.34277098305666,1040.237524241107,0,24.9492,121.53076,14.658830998073787
87,2012.391308176724,3.221233375576192,1440.709834578045,1,24.9512,121.549,27.222635358507645
352,2012.4886792779205,4.628016826410276,2004.7519897161733,3,24.96324,121.51241,28.600982259493314
93,2013.117008656593,20.90565223467702,2662.8169423038225,4,24.96108,121.51046,22.275925772912082
237,2013.5583141629315,3.5804735135944146,396.42917042071485,10,24.98322,121.53765,56.449809294015786
138,2013.684806542059,12.719826242394152,299.15223456879045,6,24.96495,121.54277,47.773468054994495
81,2013.4524040555789,10.003109400914244,565.4923652796081,4,24.97445,121.54765,43.92531711181126
283,2013.0233392788514,3.512579884813851,1382.7479223244059,1,24.9512,121.549,26.736027021783645
94,2012.7593257090784,33.3111635127447,1252.9063602985118,0,24.9492,121.53076,16.939514307006213
334,2012.836105820258,6.34539526123322,105.38824691178857,5,24.96674,121.54067,39.55207075679898
248,2013.5621324290912,22.303582231833545,976.3687065841527,0,24.96211,121.54928,21.630950228754386
237,2013.581381537016,4.8712557880234435,368.028725541822,10,24.98322,121.53765,61.84043838091565
301,2012.6650539255374,2.4931076566279655,154.6811890949496,4,24.96696,121.53992,40.10972910353701
242,2013.7072758235088,12.273911775978803,263.1008484694387,7,24.96606,121.54297,38.82120826262353
315,2013.278097099944,1.944443327867678,602.91375143257,6,24.97201,121.54722,43.51925173456748
221,2013.646599276516,37.05313892124896,191.383362742626,9,24.97703,121.54265,83.30529313649923
224,2012.9271790683895,10.575976739157896,1441.8993119304967,0,24.98569,121.5276,42.180891458263154
55,2013.3032874171088,14.986400465252949,316.5574968145999,5,24.98203,121.54348,47.78454494900621
145,2013.180726084021,13.747945472190102,1428.6688543373446,1,24.95204,121.54842,30.994045194181655
17,2012.8646603497023,0.49167144332164847,297.7285565918191,6,24.97744,121.54458,76.3815230630683
180,2012.992163375614,15.395113172273536,424.615710357095,1,24.97493,121.5273,39.188888566101035
329,2012.7503203608753,16.303391647477685,1577.0266985832882,3,24.97003,121.51696,22.966873070517018
150,2013.121744562842,34.154838548414034,175.54246986391226,8,24.97349,121.54245,42.895559185453116
104,2012.3394960095225,0.5709605531827244,228.71561077418176,6,24.95618,121.53844,48.89973773199203
42,2013.7003521417182,17.189033084988278,4079.178008555502,0,24.94297,121.50342,18.949659499274073
26,2013.057856126419,30.56908898930208,1612.2850663025308,2,24.97542,121.51726,27.927591762222637
218,2013.09552146967,28.899076651970322,355.78426452326784,6,24.97838,121.54119,39.47188787381935
9,2013.3287156039296,30.683637116334726,5518.765385147754,1,24.95095,121.48458,19.63063381539375
161,2012.9339141514786,5.108154796584552,47.65501991723348,8,24.95836,121.53756,56.50821151436872
353,2012.4706922349592,20.130906036167417,2870.6376498604113,3,24.96143,121.50827,26.948323492212058
59,2013.661706472382,29.889572795998497,4589.573015741592,1,24.94925,121.49542,24.27634104513414
147,2013.0787125047161,0.053048522404811393,177.1193011716003,0,24.9711,121.5317,57.08344982087525
72,2013.2384269205168,35.782090101805416,592.6578686842141,3,24.97563,121.53715,43.592925400718386
95,2012.470851839145,41.763724312971426,168.69842585328567,5,24.9663,121.54026,43.014731141383834
22,2013.7800486812434,9.167588498892298,259.5668322694611,7,24.97528,121.54541,52.50718693680344
176,2012.663068902719,31.587819383861525,474.4282003868115,3,24.97005,121.53758,34.25720832839638
347,2013.2692612779178,14.848651868856898,1796.7771547726256,2,24.96412,121.5167,31.95695643170874
50,2012.9428799954635,30.61272582075476,4198.4073747493385,1,24.94925,121.49542,12.954671640881266
300,2013.562528202547,33.862039809621585,133.62782227083682,10,24.98178,121.54059,42.01824798479381
131,2013.449754705065,31.41912726116144,560.2844909497909,8,24.98092,121.53653,40.3965743148732
348,2013.567904657497,18.2587697631319,6099.759675269947,1,24.95719,121.47353,11.145412513139386
118,2012.766551720498,13.91557198858338,4358.725391522289,0,24.93885,121.50383,11.762424644835923
157,2013.0890835824284,31.30179531085654,1233.221455697809,0,24.94883,121.52954,17.80299029787768
16,2013.1123690431,35.57882433623088,587.1723729837279,2,24.9824,121.54619,53.222314077231
400,2013.225918310903,14.088029027015995,172.9199749718548,1,24.97371,121.52984,36.08563512288963
199,2012.8253086636953,34.13099150890994,150.0204897456195,7,24.96628,121.54196,39.690389864718284
67,2013.4866817765512,1.766706556337244,202.48141724147524,6,24.96571,121.54089,55.5949642536999
376,2012.7618172643638,23.581405746334312,1101.4845308112817,0,24.96165,121.55011,23.62045174757307
79,2012.9437316123006,39.91085043565398,498.63950782318494,2,24.97598,121.53381,30.129216548607918
54,2013.3727499613312,11.503571652181408,502.70832958868306,5,24.96515,121.53737,37.11816649163816
368,2013.3056716490294,13.597554385746207,1868.2228043427226,2,24.96464,121.51531,22.100240565531305
225,2013.6718665806063,32.727051007937746,334.9349521569973,6,24.97814,121.5417,50.38362047183355
60,2013.0823486891015,14.315942735565628,307.17793097273983,5,24.95776,121.53438,42.46404460400649
113,2013.5338523233133,7.94236734654355,2159.8874074983664,3,24.96044,121.51462,21.764867592558048
387,2012.7536177028755,1.3169672135992903,184.46429893008477,0,24.9711,121.5317,52.28207955720241
51,2013.434260153133,22.568373705259145,531.5072590795974,4,24.974,121.53842,47.202734806339656
213,2012.9550928699132,19.51589236330263,1686.2922392836933,2,24.98672,121.52091,28.08836621188257
153,2013.4831071233814,11.033370362209057,1354.54362162384,1,24.95204,121.54842,26.9748728305369
328,2013.4151217209749,2.73264478310711,801.2485756042629,3,24.97538,121.54971,36.692747851765155
4,2013.3251242929052,11.72523404120343,514.0536431750842,5,24.98746,121.54391,54.95457676975488
199,2013.3590821826535,34.05458777962436,163.32106284993904,7,24.96628,121.54196,38.226782872350185
347,2013.8128932327977,12.878190006357569,1646.887244838675,2,24.96412,121.5167,28.617534264727418
323,2012.7582185063839,13.496457097464614,195.3007707400003,1,24.97388,121.52981,36.33386188652764
159,2012.6593792980948,12.338166768818597,423.433527831613,5,24.97937,121.54245,40.02409018155711
181,2012.9461677296674,26.083969601594635,4138.8757421046585,0,24.94898,121.49621,15.951903564836588
193,2013.0292930256294,42.823633126525344,59.785650077199094,7,24.9675,121.54069,43.40733099865067
257,2012.712954654264,14.555973468086691,371.57509353613443,1,24.97519,121.53151,27.887226853924812
102,2012.8122358626983,13.43612513758266,171.134620990437,1,24.97371,121.52984,30.06983153693826
298,2013.089923224125,34.969570972190276,605.8320478586044,4,24.97003,121.5458,28.419124412850305
156,2013.292472479492,12.371535198069932,4441.395356390761,0,24.94155,121.50381,16.161712874548893
194,2013.5443338271655,10.530083612583695,401.7268633662132,5,24.98246,121.54477,54.00085371237301
75,2012.8400573989013,7.812883468041811,395.8876435623473,10,24.98343,121.53762,51.43430982621032
272,2012.6395129505656,18.588644795141075,484.5687115285879,8,24.96945,121.5449,26.282454976334453
374,2012.728429205285,-1.6545438689266194,274.5946789307937,1,24.9748,121.53059,47.09025330127697
382,2012.9693345377316,6.445867314533149,127.20381469960017,9,24.98298,121.53981,45.1206310476419
318,2012.4659182429384,15.941878977143604,819.0610743055042,2,24.97795,121.53451,36.857138846070086
396,2012.9298324360484,22.803365683185223,529.9051082494819,4,24.974,121.53842,41.98369621756598
356,2013.327726206922,3.0930784160497575,418.9431116042307,5,24.98085,121.54391,59.04715485053628
